date,year,month,day,depth,latitude,longitude,err,anom,sst
1/1/1982,1982,1,1,0,42.875,289.375,0.29,0.93,7.0099998
1/1/1982,1982,1,1,0,42.875,289.625,0.24,1.12,7.18
1/1/1982,1982,1,1,0,43.125,289.375,0.32999998,0.72999996,6.74
1/1/1982,1982,1,1,0,43.125,289.625,0.28,0.78,6.79
1/1/1982,1982,1,1,0,43.375,289.625,0.34,0.48999998,6.45
1/2/1982,1982,1,2,0,42.875,289.375,0.19999999,0.87,6.8799996
1/2/1982,1982,1,2,0,42.875,289.625,0.17,0.96999997,6.96
1/2/1982,1982,1,2,0,43.125,289.375,0.25,0.71999997,6.67
1/2/1982,1982,1,2,0,43.125,289.625,0.19,0.69,6.6299996
1/2/1982,1982,1,2,0,43.375,289.625,0.26,0.41,6.31
1/3/1982,1982,1,3,0,42.875,289.375,0.26,0.74,6.68
1/3/1982,1982,1,3,0,42.875,289.625,0.19999999,0.84,6.7599998
1/3/1982,1982,1,3,0,43.125,289.375,0.29,0.59999996,6.47
1/3/1982,1982,1,3,0,43.125,289.625,0.22999999,0.59999996,6.47
1/3/1982,1982,1,3,0,43.375,289.625,0.31,0.44,6.2599998
1/4/1982,1982,1,4,0,42.875,289.375,0.39,0.65,6.52
1/4/1982,1982,1,4,0,42.875,289.625,0.32,0.78999996,6.6299996
1/4/1982,1982,1,4,0,43.125,289.375,0.41,0.58,6.39
1/4/1982,1982,1,4,0,43.125,289.625,0.35,0.62,6.42
1/4/1982,1982,1,4,0,43.375,289.625,0.41,0.52,6.2799997
1/5/1982,1982,1,5,0,42.875,289.375,0.53,0.78,6.58
1/5/1982,1982,1,5,0,42.875,289.625,0.53,0.9,6.68
1/5/1982,1982,1,5,0,43.125,289.375,0.57,0.7,6.44
1/5/1982,1982,1,5,0,43.125,289.625,0.56,0.72999996,6.47
1/5/1982,1982,1,5,0,43.375,289.625,0.57,0.56,6.25
1/6/1982,1982,1,6,0,42.875,289.375,0.55,0.85999995,6.5899997
1/6/1982,1982,1,6,0,42.875,289.625,0.55,0.97999996,6.69
1/6/1982,1982,1,6,0,43.125,289.375,0.57,0.84,6.5099998
1/6/1982,1982,1,6,0,43.125,289.625,0.56,0.88,6.5499997
1/6/1982,1982,1,6,0,43.375,289.625,0.56,0.79999995,6.43
1/7/1982,1982,1,7,0,42.875,289.375,0.29,0.39,6.0499997
1/7/1982,1982,1,7,0,42.875,289.625,0.25,0.45,6.0899997
1/7/1982,1982,1,7,0,43.125,289.375,0.32999998,0.32,5.92
1/7/1982,1982,1,7,0,43.125,289.625,0.28,0.24,5.8399997
1/7/1982,1982,1,7,0,43.375,289.625,0.32999998,0.35,5.91
1/8/1982,1982,1,8,0,42.875,289.375,0.19999999,0.22999999,5.8199997
1/8/1982,1982,1,8,0,42.875,289.625,0.17,0.42,5.99
1/8/1982,1982,1,8,0,43.125,289.375,0.25,-0.02,5.52
1/8/1982,1982,1,8,0,43.125,289.625,0.19,0.049999997,5.58
1/8/1982,1982,1,8,0,43.375,289.625,0.26,-0.03,5.47
1/9/1982,1982,1,9,0,42.875,289.375,0.29,0.28,5.7999997
1/9/1982,1982,1,9,0,42.875,289.625,0.25,0.48,5.98
1/9/1982,1982,1,9,0,43.125,289.375,0.32999998,0,5.47
1/9/1982,1982,1,9,0,43.125,289.625,0.28,0.089999996,5.56
1/9/1982,1982,1,9,0,43.375,289.625,0.34,-0.049999997,5.38
1/10/1982,1982,1,10,0,42.875,289.375,0.53,0.24,5.69
1/10/1982,1982,1,10,0,42.875,289.625,0.53,0.41,5.8399997
1/10/1982,1982,1,10,0,43.125,289.375,0.56,0.02,5.42
1/10/1982,1982,1,10,0,43.125,289.625,0.55,0.08,5.48
1/10/1982,1982,1,10,0,43.375,289.625,0.57,0,5.3599997
1/11/1982,1982,1,11,0,42.875,289.375,0.29,-0.089999996,5.29
1/11/1982,1982,1,11,0,42.875,289.625,0.24,0.049999997,5.41
1/11/1982,1982,1,11,0,43.125,289.375,0.32999998,-0.28,5.0499997
1/11/1982,1982,1,11,0,43.125,289.625,0.28,-0.21,5.12
1/11/1982,1982,1,11,0,43.375,289.625,0.34,-0.25,5.0499997
1/12/1982,1982,1,12,0,42.875,289.375,0.19999999,-0.11,5.2
1/12/1982,1982,1,12,0,42.875,289.625,0.16,0.08,5.37
1/12/1982,1982,1,12,0,43.125,289.375,0.25,-0.29,4.97
1/12/1982,1982,1,12,0,43.125,289.625,0.19,-0.19,5.0699997
1/12/1982,1982,1,12,0,43.375,289.625,0.26,-0.35,4.88
1/13/1982,1982,1,13,0,42.875,289.375,0.29,-0.03,5.21
1/13/1982,1982,1,13,0,42.875,289.625,0.24,0.14999999,5.38
1/13/1982,1982,1,13,0,43.125,289.375,0.32999998,-0.21,4.99
1/13/1982,1982,1,13,0,43.125,289.625,0.28,-0.12,5.08
1/13/1982,1982,1,13,0,43.375,289.625,0.34,-0.29,4.88
1/14/1982,1982,1,14,0,42.875,289.375,0.47,0.16,5.33
1/14/1982,1982,1,14,0,42.875,289.625,0.47,0.32999998,5.49
1/14/1982,1982,1,14,0,43.125,289.375,0.53,-0.08,5.0499997
1/14/1982,1982,1,14,0,43.125,289.625,0.53,0,5.13
1/14/1982,1982,1,14,0,43.375,289.625,0.56,-0.17,4.93
1/15/1982,1982,1,15,0,42.875,289.375,0.29,0.51,5.6099997
1/15/1982,1982,1,15,0,42.875,289.625,0.25,0.7,5.79
1/15/1982,1982,1,15,0,43.125,289.375,0.35,0.26,5.33
1/15/1982,1982,1,15,0,43.125,289.625,0.29,0.37,5.43
1/15/1982,1982,1,15,0,43.375,289.625,0.35999998,0.14,5.18
1/16/1982,1982,1,16,0,42.875,289.375,0.21,0.68,5.72
1/16/1982,1982,1,16,0,42.875,289.625,0.17,0.84,5.8599997
1/16/1982,1982,1,16,0,43.125,289.375,0.26999998,0.35999998,5.35
1/16/1982,1982,1,16,0,43.125,289.625,0.21,0.41,5.41
1/16/1982,1982,1,16,0,43.375,289.625,0.26999998,0.099999994,5.0699997
1/17/1982,1982,1,17,0,42.875,289.375,0.29,0.51,5.5
1/17/1982,1982,1,17,0,42.875,289.625,0.22999999,0.58,5.5499997
1/17/1982,1982,1,17,0,43.125,289.375,0.32,0.19,5.14
1/17/1982,1982,1,17,0,43.125,289.625,0.25,0.17,5.12
1/17/1982,1982,1,17,0,43.375,289.625,0.29,-0.11,4.8199997
1/18/1982,1982,1,18,0,42.875,289.375,0.22,0.52,5.46
1/18/1982,1982,1,18,0,42.875,289.625,0.17999999,0.48,5.41
1/18/1982,1982,1,18,0,43.125,289.375,0.29,0.26,5.17
1/18/1982,1982,1,18,0,43.125,289.625,0.25,0.12,5.0299997
1/18/1982,1982,1,18,0,43.375,289.625,0.34,-0.17999999,4.7
1/19/1982,1982,1,19,0,42.875,289.375,0.21,0.29,5.18
1/19/1982,1982,1,19,0,42.875,289.625,0.17,0.26999998,5.14
1/19/1982,1982,1,19,0,43.125,289.375,0.26,0.08,4.94
1/19/1982,1982,1,19,0,43.125,289.625,0.21,0.01,4.8599997
1/19/1982,1982,1,19,0,43.375,289.625,0.26999998,-0.22,4.61
1/20/1982,1982,1,20,0,42.875,289.375,0.19999999,0.44,5.2799997
1/20/1982,1982,1,20,0,42.875,289.625,0.17,0.47,5.2999997
1/20/1982,1982,1,20,0,43.125,289.375,0.25,0.34,5.15
1/20/1982,1982,1,20,0,43.125,289.625,0.19,0.31,5.12
1/20/1982,1982,1,20,0,43.375,289.625,0.26,0.12,4.91
1/21/1982,1982,1,21,0,42.875,289.375,0.26999998,0.59,5.39
1/21/1982,1982,1,21,0,42.875,289.625,0.22,0.62,5.4
1/21/1982,1982,1,21,0,43.125,289.375,0.32,0.5,5.2599998
1/21/1982,1982,1,21,0,43.125,289.625,0.26,0.47,5.23
1/21/1982,1982,1,21,0,43.375,289.625,0.32,0.22999999,4.97
1/22/1982,1982,1,22,0,42.875,289.375,0.42999998,0.65,5.4
1/22/1982,1982,1,22,0,42.875,289.625,0.37,0.69,5.42
1/22/1982,1982,1,22,0,43.125,289.375,0.47,0.53,5.25
1/22/1982,1982,1,22,0,43.125,289.625,0.41,0.48999998,5.21
1/22/1982,1982,1,22,0,43.375,289.625,0.44,0.22,4.92
1/23/1982,1982,1,23,0,42.875,289.375,0.58,0.42,5.12
1/23/1982,1982,1,23,0,42.875,289.625,0.57,0.42999998,5.12
1/23/1982,1982,1,23,0,43.125,289.375,0.56,0.22999999,4.9
1/23/1982,1982,1,23,0,43.125,289.625,0.56,0.14,4.81
1/23/1982,1982,1,23,0,43.375,289.625,0.53999996,-0.19,4.46
1/24/1982,1982,1,24,0,42.875,289.375,0.39999998,0.61,5.27
1/24/1982,1982,1,24,0,42.875,289.625,0.38,0.62,5.2599998
1/24/1982,1982,1,24,0,43.125,289.375,0.45,0.41,5.0299997
1/24/1982,1982,1,24,0,43.125,289.625,0.42,0.31,4.94
1/24/1982,1982,1,24,0,43.375,289.625,0.47,-0.04,4.5699997
1/25/1982,1982,1,25,0,42.875,289.375,0.29,0.9,5.5099998
1/25/1982,1982,1,25,0,42.875,289.625,0.26999998,0.94,5.5299997
1/25/1982,1982,1,25,0,43.125,289.375,0.35999998,0.65999997,5.24
1/25/1982,1982,1,25,0,43.125,289.625,0.31,0.59999996,5.18
1/25/1982,1982,1,25,0,43.375,289.625,0.38,0.26999998,4.83
1/26/1982,1982,1,26,0,42.875,289.375,0.35,1.13,5.69
1/26/1982,1982,1,26,0,42.875,289.625,0.31,1.18,5.73
1/26/1982,1982,1,26,0,43.125,289.375,0.38,0.78999996,5.3199997
1/26/1982,1982,1,26,0,43.125,289.625,0.32,0.72999996,5.2599998
1/26/1982,1982,1,26,0,43.375,289.625,0.37,0.42,4.94
1/27/1982,1982,1,27,0,42.875,289.375,0.31,0.78999996,5.2999997
1/27/1982,1982,1,27,0,42.875,289.625,0.26,0.78,5.2799997
1/27/1982,1982,1,27,0,43.125,289.375,0.37,0.58,5.0699997
1/27/1982,1982,1,27,0,43.125,289.625,0.32,0.45,4.94
1/27/1982,1982,1,27,0,43.375,289.625,0.39999998,0.29,4.7599998
1/28/1982,1982,1,28,0,42.875,289.375,0.21,0.79999995,5.27
1/28/1982,1982,1,28,0,42.875,289.625,0.17,0.83,5.29
1/28/1982,1982,1,28,0,43.125,289.375,0.26999998,0.71999997,5.16
1/28/1982,1982,1,28,0,43.125,289.625,0.22,0.65,5.0899997
1/28/1982,1982,1,28,0,43.375,289.625,0.29999998,0.52,4.95
1/29/1982,1982,1,29,0,42.875,289.375,0.19999999,0.91999996,5.3399997
1/29/1982,1982,1,29,0,42.875,289.625,0.17,1.06,5.47
1/29/1982,1982,1,29,0,43.125,289.375,0.25,0.88,5.2799997
1/29/1982,1982,1,29,0,43.125,289.625,0.19,0.9,5.29
1/29/1982,1982,1,29,0,43.375,289.625,0.26,0.68,5.0699997
1/30/1982,1982,1,30,0,42.875,289.375,0.29,1.01,5.39
1/30/1982,1982,1,30,0,42.875,289.625,0.24,1.15,5.5099998
1/30/1982,1982,1,30,0,43.125,289.375,0.32999998,0.97999996,5.33
1/30/1982,1982,1,30,0,43.125,289.625,0.28,1,5.35
1/30/1982,1982,1,30,0,43.375,289.625,0.34,0.78999996,5.13
1/31/1982,1982,1,31,0,42.875,289.375,0.57,0.97999996,5.2999997
1/31/1982,1982,1,31,0,42.875,289.625,0.55,1.0699999,5.38
1/31/1982,1982,1,31,0,43.125,289.375,0.58,0.95,5.25
1/31/1982,1982,1,31,0,43.125,289.625,0.55,0.93,5.24
1/31/1982,1982,1,31,0,43.375,289.625,0.56,0.77,5.0699997
2/1/1982,1982,2,1,0,42.875,289.375,0.29999998,1.27,5.54
2/1/1982,1982,2,1,0,42.875,289.625,0.25,1.4,5.66
2/1/1982,1982,2,1,0,43.125,289.375,0.35,1.09,5.35
2/1/1982,1982,2,1,0,43.125,289.625,0.29999998,1.12,5.38
2/1/1982,1982,2,1,0,43.375,289.625,0.35999998,0.85999995,5.1099997
2/2/1982,1982,2,2,0,42.875,289.375,0.21,1.31,5.54
2/2/1982,1982,2,2,0,42.875,289.625,0.17,1.4,5.6099997
2/2/1982,1982,2,2,0,43.125,289.375,0.26999998,1.06,5.2599998
2/2/1982,1982,2,2,0,43.125,289.625,0.21,1.04,5.25
2/2/1982,1982,2,2,0,43.375,289.625,0.26999998,0.76,4.96
2/3/1982,1982,2,3,0,42.875,289.375,0.29999998,1.35,5.54
2/3/1982,1982,2,3,0,42.875,289.625,0.25,1.4399999,5.62
2/3/1982,1982,2,3,0,43.125,289.375,0.35,1.11,5.27
2/3/1982,1982,2,3,0,43.125,289.625,0.29999998,1.0799999,5.25
2/3/1982,1982,2,3,0,43.375,289.625,0.35,0.88,5.04
2/4/1982,1982,2,4,0,42.875,289.375,0.32999998,1.1,5.24
2/4/1982,1982,2,4,0,42.875,289.625,0.26999998,1.16,5.2799997
2/4/1982,1982,2,4,0,43.125,289.375,0.37,0.91999996,5.04
2/4/1982,1982,2,4,0,43.125,289.625,0.31,0.88,4.99
2/4/1982,1982,2,4,0,43.375,289.625,0.37,0.72999996,4.85
2/5/1982,1982,2,5,0,42.875,289.375,0.24,1.06,5.15
2/5/1982,1982,2,5,0,42.875,289.625,0.19,1.15,5.23
2/5/1982,1982,2,5,0,43.125,289.375,0.29999998,0.84999996,4.92
2/5/1982,1982,2,5,0,43.125,289.625,0.22999999,0.84,4.91
2/5/1982,1982,2,5,0,43.375,289.625,0.28,0.66999996,4.73
2/6/1982,1982,2,6,0,42.875,289.375,0.32999998,0.96,5
2/6/1982,1982,2,6,0,42.875,289.625,0.26999998,1.05,5.08
2/6/1982,1982,2,6,0,43.125,289.375,0.37,0.78,4.7999997
2/6/1982,1982,2,6,0,43.125,289.625,0.31,0.76,4.79
2/6/1982,1982,2,6,0,43.375,289.625,0.35999998,0.61,4.64
2/7/1982,1982,2,7,0,42.875,289.375,0.34,0.93,4.93
2/7/1982,1982,2,7,0,42.875,289.625,0.28,0.93,4.92
2/7/1982,1982,2,7,0,43.125,289.375,0.38,0.62,4.6
2/7/1982,1982,2,7,0,43.125,289.625,0.32,0.66999996,4.65
2/7/1982,1982,2,7,0,43.375,289.625,0.35999998,0.38,4.36
2/8/1982,1982,2,8,0,42.875,289.375,0.32,1.06,5.0099998
2/8/1982,1982,2,8,0,42.875,289.625,0.28,1.06,5
2/8/1982,1982,2,8,0,43.125,289.375,0.32,0.7,4.63
2/8/1982,1982,2,8,0,43.125,289.625,0.26,0.72999996,4.66
2/8/1982,1982,2,8,0,43.375,289.625,0.28,0.53,4.46
2/9/1982,1982,2,9,0,42.875,289.375,0.29,1.0699999,4.97
2/9/1982,1982,2,9,0,42.875,289.625,0.24,1.1899999,5.08
2/9/1982,1982,2,9,0,43.125,289.375,0.32999998,0.78999996,4.67
2/9/1982,1982,2,9,0,43.125,289.625,0.28,0.84,4.73
2/9/1982,1982,2,9,0,43.375,289.625,0.34,0.63,4.5099998
2/10/1982,1982,2,10,0,42.875,289.375,0.19999999,1.02,4.87
2/10/1982,1982,2,10,0,42.875,289.625,0.17,1.2099999,5.06
2/10/1982,1982,2,10,0,43.125,289.375,0.25,0.72999996,4.5699997
2/10/1982,1982,2,10,0,43.125,289.625,0.19,0.81,4.65
2/10/1982,1982,2,10,0,43.375,289.625,0.26,0.53999996,4.38
2/11/1982,1982,2,11,0,42.875,289.375,0.21,0.96999997,4.7799997
2/11/1982,1982,2,11,0,42.875,289.625,0.17,1.17,4.97
2/11/1982,1982,2,11,0,43.125,289.375,0.26,0.71,4.5
2/11/1982,1982,2,11,0,43.125,289.625,0.21,0.78,4.58
2/11/1982,1982,2,11,0,43.375,289.625,0.26999998,0.59999996,4.39
2/12/1982,1982,2,12,0,42.875,289.375,0.21,0.93,4.69
2/12/1982,1982,2,12,0,42.875,289.625,0.17,1.12,4.87
2/12/1982,1982,2,12,0,43.125,289.375,0.26999998,0.71999997,4.47
2/12/1982,1982,2,12,0,43.125,289.625,0.21,0.78999996,4.54
2/12/1982,1982,2,12,0,43.375,289.625,0.26999998,0.66999996,4.42
2/13/1982,1982,2,13,0,42.875,289.375,0.29,0.71999997,4.44
2/13/1982,1982,2,13,0,42.875,289.625,0.24,0.9,4.6
2/13/1982,1982,2,13,0,43.125,289.375,0.32999998,0.5,4.19
2/13/1982,1982,2,13,0,43.125,289.625,0.28,0.56,4.27
2/13/1982,1982,2,13,0,43.375,289.625,0.34,0.45,4.16
2/14/1982,1982,2,14,0,42.875,289.375,0.19999999,0.59999996,4.2599998
2/14/1982,1982,2,14,0,42.875,289.625,0.17,0.75,4.4
2/14/1982,1982,2,14,0,43.125,289.375,0.25,0.32999998,3.99
2/14/1982,1982,2,14,0,43.125,289.625,0.19,0.39999998,4.06
2/14/1982,1982,2,14,0,43.375,289.625,0.26,0.26999998,3.9299998
2/15/1982,1982,2,15,0,42.875,289.375,0.28,0.69,4.2999997
2/15/1982,1982,2,15,0,42.875,289.625,0.22,0.88,4.49
2/15/1982,1982,2,15,0,43.125,289.375,0.31,0.38,3.99
2/15/1982,1982,2,15,0,43.125,289.625,0.25,0.45999998,4.0699997
2/15/1982,1982,2,15,0,43.375,289.625,0.31,0.24,3.86
2/16/1982,1982,2,16,0,42.875,289.375,0.42999998,0.35,3.9599998
2/16/1982,1982,2,16,0,42.875,289.625,0.35999998,0.55,4.14
2/16/1982,1982,2,16,0,43.125,289.375,0.39,-0.14999999,3.4399998
2/16/1982,1982,2,16,0,43.125,289.625,0.32,-0.07,3.52
2/16/1982,1982,2,16,0,43.375,289.625,0.29999998,-0.42,3.1799998
2/17/1982,1982,2,17,0,42.875,289.375,0.34,0.89,4.48
2/17/1982,1982,2,17,0,42.875,289.625,0.29999998,1.06,4.65
2/17/1982,1982,2,17,0,43.125,289.375,0.32999998,0.39999998,3.98
2/17/1982,1982,2,17,0,43.125,289.625,0.26999998,0.45,4.04
2/17/1982,1982,2,17,0,43.375,289.625,0.29,-0.02,3.57
2/18/1982,1982,2,18,0,42.875,289.375,0.24,1.13,4.72
2/18/1982,1982,2,18,0,42.875,289.625,0.19999999,1.29,4.87
2/18/1982,1982,2,18,0,43.125,289.375,0.25,0.74,4.31
2/18/1982,1982,2,18,0,43.125,289.625,0.19,0.76,4.33
2/18/1982,1982,2,18,0,43.375,289.625,0.24,0.31,3.8799999
2/19/1982,1982,2,19,0,42.875,289.375,0.34,1.16,4.73
2/19/1982,1982,2,19,0,42.875,289.625,0.29999998,1.3,4.8599997
2/19/1982,1982,2,19,0,43.125,289.375,0.32999998,0.77,4.33
2/19/1982,1982,2,19,0,43.125,289.625,0.26999998,0.77,4.33
2/19/1982,1982,2,19,0,43.375,289.625,0.29,0.31,3.87
2/20/1982,1982,2,20,0,42.875,289.375,0.55,1.09,4.65
2/20/1982,1982,2,20,0,42.875,289.625,0.53,1.2099999,4.7599998
2/20/1982,1982,2,20,0,43.125,289.375,0.5,0.72999996,4.2799997
2/20/1982,1982,2,20,0,43.125,289.625,0.47,0.68,4.23
2/20/1982,1982,2,20,0,43.375,289.625,0.39,0.26,3.81
2/21/1982,1982,2,21,0,42.875,289.375,0.55,1.1,4.65
2/21/1982,1982,2,21,0,42.875,289.625,0.53999996,1.1899999,4.73
2/21/1982,1982,2,21,0,43.125,289.375,0.5,0.79999995,4.33
2/21/1982,1982,2,21,0,43.125,289.625,0.48,0.72999996,4.27
2/21/1982,1982,2,21,0,43.375,289.625,0.39,0.35999998,3.8999999
2/22/1982,1982,2,22,0,42.875,289.375,0.51,1.16,4.7
2/22/1982,1982,2,22,0,42.875,289.625,0.45,1.31,4.83
2/22/1982,1982,2,22,0,43.125,289.375,0.48,0.91999996,4.45
2/22/1982,1982,2,22,0,43.125,289.625,0.42,0.93,4.46
2/22/1982,1982,2,22,0,43.375,289.625,0.37,0.59,4.11
2/23/1982,1982,2,23,0,42.875,289.375,0.29,1.23,4.75
2/23/1982,1982,2,23,0,42.875,289.625,0.24,1.37,4.89
2/23/1982,1982,2,23,0,43.125,289.375,0.32,1.02,4.5299997
2/23/1982,1982,2,23,0,43.125,289.625,0.26,1.04,4.5499997
2/23/1982,1982,2,23,0,43.375,289.625,0.28,0.78,4.2999997
2/24/1982,1982,2,24,0,42.875,289.375,0.19999999,1.18,4.69
2/24/1982,1982,2,24,0,42.875,289.625,0.17,1.35,4.85
2/24/1982,1982,2,24,0,43.125,289.375,0.24,0.98999995,4.48
2/24/1982,1982,2,24,0,43.125,289.625,0.19,1.02,4.52
2/24/1982,1982,2,24,0,43.375,289.625,0.24,0.71,4.21
2/25/1982,1982,2,25,0,42.875,289.375,0.24,1.12,4.62
2/25/1982,1982,2,25,0,42.875,289.625,0.19,1.2099999,4.7
2/25/1982,1982,2,25,0,43.125,289.375,0.29,0.94,4.43
2/25/1982,1982,2,25,0,43.125,289.625,0.22,0.9,4.39
2/25/1982,1982,2,25,0,43.375,289.625,0.26999998,0.58,4.06
2/26/1982,1982,2,26,0,42.875,289.375,0.19999999,1.16,4.65
2/26/1982,1982,2,26,0,42.875,289.625,0.17,1.23,4.71
2/26/1982,1982,2,26,0,43.125,289.375,0.24,0.95,4.43
2/26/1982,1982,2,26,0,43.125,289.625,0.19,0.88,4.36
2/26/1982,1982,2,26,0,43.375,289.625,0.24,0.5,3.98
2/27/1982,1982,2,27,0,42.875,289.375,0.19999999,1.01,4.49
2/27/1982,1982,2,27,0,42.875,289.625,0.17,1.1,4.5699997
2/27/1982,1982,2,27,0,43.125,289.375,0.24,0.91999996,4.38
2/27/1982,1982,2,27,0,43.125,289.625,0.19,0.84999996,4.31
2/27/1982,1982,2,27,0,43.375,289.625,0.24,0.51,3.97
2/28/1982,1982,2,28,0,42.875,289.375,0.25,0.45999998,3.9299998
2/28/1982,1982,2,28,0,42.875,289.625,0.19999999,0.57,4.02
2/28/1982,1982,2,28,0,43.125,289.375,0.28,0.5,3.9499998
2/28/1982,1982,2,28,0,43.125,289.625,0.22,0.41,3.87
2/28/1982,1982,2,28,0,43.375,289.625,0.25,0.26999998,3.72
3/1/1982,1982,3,1,0,42.875,289.375,0.21,0.02,3.47
3/1/1982,1982,3,1,0,42.875,289.625,0.17999999,0.17999999,3.61
3/1/1982,1982,3,1,0,43.125,289.375,0.25,0.089999996,3.51
3/1/1982,1982,3,1,0,43.125,289.625,0.19,0.07,3.5
3/1/1982,1982,3,1,0,43.375,289.625,0.24,-0.01,3.4199998
3/2/1982,1982,3,2,0,42.875,289.375,0.29,0.34,3.78
3/2/1982,1982,3,2,0,42.875,289.625,0.24,0.5,3.9199998
3/2/1982,1982,3,2,0,43.125,289.375,0.32,0.25,3.6699998
3/2/1982,1982,3,2,0,43.125,289.625,0.26,0.31,3.73
3/2/1982,1982,3,2,0,43.375,289.625,0.29,0.14,3.56
3/3/1982,1982,3,3,0,42.875,289.375,0.19999999,0.52,3.9399998
3/3/1982,1982,3,3,0,42.875,289.625,0.17,0.71999997,4.13
3/3/1982,1982,3,3,0,43.125,289.375,0.24,0.45999998,3.86
3/3/1982,1982,3,3,0,43.125,289.625,0.19,0.55,3.9599998
3/3/1982,1982,3,3,0,43.375,289.625,0.24,0.32,3.72
3/4/1982,1982,3,4,0,42.875,289.375,0.19999999,0.66999996,4.08
3/4/1982,1982,3,4,0,42.875,289.625,0.17,0.88,4.2799997
3/4/1982,1982,3,4,0,43.125,289.375,0.24,0.62,4.0099998
3/4/1982,1982,3,4,0,43.125,289.625,0.19,0.7,4.0899997
3/4/1982,1982,3,4,0,43.375,289.625,0.24,0.39,3.78
3/5/1982,1982,3,5,0,42.875,289.375,0.24,0.96,4.36
3/5/1982,1982,3,5,0,42.875,289.625,0.19,1.0799999,4.47
3/5/1982,1982,3,5,0,43.125,289.375,0.28,0.82,4.19
3/5/1982,1982,3,5,0,43.125,289.625,0.21,0.84999996,4.23
3/5/1982,1982,3,5,0,43.375,289.625,0.25,0.53,3.8999999
3/6/1982,1982,3,6,0,42.875,289.375,0.34,1.05,4.44
3/6/1982,1982,3,6,0,42.875,289.625,0.28,1.14,4.5099998
3/6/1982,1982,3,6,0,43.125,289.375,0.37,0.84999996,4.21
3/6/1982,1982,3,6,0,43.125,289.625,0.29999998,0.84,4.21
3/6/1982,1982,3,6,0,43.375,289.625,0.31,0.45999998,3.82
3/7/1982,1982,3,7,0,42.875,289.375,0.51,0.78999996,4.16
3/7/1982,1982,3,7,0,42.875,289.625,0.45,0.78,4.14
3/7/1982,1982,3,7,0,43.125,289.375,0.47,0.66999996,4.02
3/7/1982,1982,3,7,0,43.125,289.625,0.41,0.55,3.8999999
3/7/1982,1982,3,7,0,43.375,289.625,0.35999998,0.31,3.6599998
3/8/1982,1982,3,8,0,42.875,289.375,0.29,0.26,3.6299999
3/8/1982,1982,3,8,0,42.875,289.625,0.24,0.35,3.6999998
3/8/1982,1982,3,8,0,43.125,289.375,0.32,0.21,3.55
3/8/1982,1982,3,8,0,43.125,289.625,0.26,0.16,3.51
3/8/1982,1982,3,8,0,43.375,289.625,0.28,0.03,3.37
3/9/1982,1982,3,9,0,42.875,289.375,0.19999999,0.04,3.3899999
3/9/1982,1982,3,9,0,42.875,289.625,0.17,0.22999999,3.57
3/9/1982,1982,3,9,0,43.125,289.375,0.24,-0.099999994,3.23
3/9/1982,1982,3,9,0,43.125,289.625,0.19,-0.01,3.32
3/9/1982,1982,3,9,0,43.375,289.625,0.24,-0.19999999,3.12
3/10/1982,1982,3,10,0,42.875,289.375,0.19999999,0.14,3.48
3/10/1982,1982,3,10,0,42.875,289.625,0.17,0.26999998,3.6
3/10/1982,1982,3,10,0,43.125,289.375,0.24,-0.03,3.29
3/10/1982,1982,3,10,0,43.125,289.625,0.19,0.01,3.33
3/10/1982,1982,3,10,0,43.375,289.625,0.24,-0.22999999,3.07
3/11/1982,1982,3,11,0,42.875,289.375,0.26,0.34,3.6699998
3/11/1982,1982,3,11,0,42.875,289.625,0.19999999,0.44,3.76
3/11/1982,1982,3,11,0,43.125,289.375,0.29999998,0.22,3.52
3/11/1982,1982,3,11,0,43.125,289.625,0.24,0.24,3.55
3/11/1982,1982,3,11,0,43.375,289.625,0.28,-0.03,3.27
3/12/1982,1982,3,12,0,42.875,289.375,0.39999998,0.51,3.83
3/12/1982,1982,3,12,0,42.875,289.625,0.35,0.62,3.9199998
3/12/1982,1982,3,12,0,43.125,289.375,0.39999998,0.41,3.7099998
3/12/1982,1982,3,12,0,43.125,289.625,0.34,0.42999998,3.72
3/12/1982,1982,3,12,0,43.375,289.625,0.34,0.19999999,3.48
3/13/1982,1982,3,13,0,42.875,289.375,0.48,0.42,3.73
3/13/1982,1982,3,13,0,42.875,289.625,0.41,0.5,3.79
3/13/1982,1982,3,13,0,43.125,289.375,0.45999998,0.35,3.6299999
3/13/1982,1982,3,13,0,43.125,289.625,0.39999998,0.29999998,3.59
3/13/1982,1982,3,13,0,43.375,289.625,0.37,0.14,3.4099998
3/14/1982,1982,3,14,0,42.875,289.375,0.29,0.56,3.86
3/14/1982,1982,3,14,0,42.875,289.625,0.24,0.59,3.87
3/14/1982,1982,3,14,0,43.125,289.375,0.32,0.48,3.75
3/14/1982,1982,3,14,0,43.125,289.625,0.26,0.44,3.7099998
3/14/1982,1982,3,14,0,43.375,289.625,0.28,0.32999998,3.59
3/15/1982,1982,3,15,0,42.875,289.375,0.19999999,0.69,3.97
3/15/1982,1982,3,15,0,42.875,289.625,0.17,0.78999996,4.06
3/15/1982,1982,3,15,0,43.125,289.375,0.24,0.57,3.83
3/15/1982,1982,3,15,0,43.125,289.625,0.19,0.62,3.8799999
3/15/1982,1982,3,15,0,43.375,289.625,0.24,0.47,3.7099998
3/16/1982,1982,3,16,0,42.875,289.375,0.19999999,0.97999996,4.25
